Video-2013_5_2_21_25_1.mov	0
Video-2013_5_10_19_33_43.mov	0
Video-2013_5_10_19_43_28.mov	1
Video-2013_5_10_19_43_39.mov	0
Video-2013_5_10_19_43_40.mov	0
Video-2013_5_10_19_43_44.mov	0
Video-2013_5_10_19_43_45.mov	0
Video-2013_5_10_19_44_53.mov	0
Video-2013_5_10_19_45_15.mov	0
Video-2013_5_10_19_46_19.mov	0
Video-2013_5_10_19_48_1.mov	0
Video-2013_5_10_19_50_48.mov	0
